xml_document_id,ein,orgname,orgnamecrp,ultorg,document_link,dba,subsection_code,period_begin,period_end,change_addr_cbx,change_name_cbx,init_ret_cbx,final_ret_cbx,app_pend_cbx,tot_volunteers,all_year_employees,tot_rev_current,grants_orgs_us,expenses_total,phone,street,suite,city,state,country,zip,principal_name,firstname,middlename,lastname,suffix,web,org_type_corporation_cbx,org_type_trust_cbx,org_type_other_cbx,org_type_association_cbx,formation_year,legal_dom,efile,firm_name,firm_street,firm_city,firm_state,firm_phone,engaged_in_political_act_cbx,officer_loan_outstanding_cbx,officer_loan_provided_cbx,officer_business_rel_cbx,family_business_rel_cbx,officer_in_2orgs_cbx,related_org_cbx,own_controlled_entity_cbx,transfers_related_org_cbx,membership_dues,fundraising,related_orgs,gov_grants,contrib_other,contrib_noncash,contrib_all,service_revenue,total_comp_org,total_comp_related_org,total_comp_other,total_persons_100000,former_1a_cbx,anybody_150000_cbx,anybody_comp_unrelated_cbx,total_contractors,CASH_BOY,CASH_EOY,SAVINGS_BOY,SAVINGS_EOY,PLEDGES_GRANTS_BOY,PLEDGES_GRANTS_EOY,ACCOUNTS_RECEIVABLE_BOY,ACCOUNTS_RECEIVABLE_EOY,QUALIFIED_RECEIVABLE_BOY,QUALIFIED_RECEIVABLE_EOY,DISQUALIFIED_RECEIVABLE_BOY,DISQUALIFIED_RECEIVABLE_EOY,LOANS_RECEIVABLE_BOY,LOANS_RECEIVABLE_EOY,INVEST_PROGRAMS_BOY,INVEST_PROGRAMS_EOY,INTANG_ASSETS_BOY,INTANG_ASSETS_EOY,OTHER_ASSETS_BOY,OTHER_ASSETS_EOY,ASSETS_TOTAL_BOY,ASSETS_TOTAL_EOY,NET_ASSET_CHANGE,FUNDRAISING_MAIL_CBX,FUNDRAISING_EMAIL_CBX,FUNDRAISING_PHONE_CBX,FUNDRAISING_PERSON_CBX,FUNDRAISING_NON_GOV_GRANTS_CBX,FUNDRAISING_GOV_GRANTS_CBX,FUNDRAISING_SPECIAL_EVENTS_CBX,FUNDRAISING_PROF_CBX,FUNDRAISING_TOTAL_GROSS_RECEIPTS,TOTAL_PAID_TO_FUNDRAISER,FUNDRAISING_TOTAL_PAID_ORG,source,mark,orgid,cmteid,filingid,realcode,codesource,displayyear,expoutcands,recipfectot,recipfecattrib,schc,schCtot,dupe
9999457,272189012,Ending Spending,Ending Spending,NULL,https://www.documentcloud.org/documents/3226348-Ending-Spending-2015-Form-990.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,20,3,3054956,705000,3626048,877-829-5500,817 Slaters Lane,NULL,Alexandria,VA,USA,22314,Brian C. Baker,NULL,NULL,NULL,NULL,https://www.documentcloud.org/documents/3226348-Ending-Spending-2015-Form-990.html,y,NULL,NULL,NULL,2011,VA,NULL,"ROBERT WATKINS & COMPANY, P.A.",610 S. BOULEVARD,TAMPA,FL,813-254-3369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3000000,NULL,3000000,NULL,491119,NULL,8329,1,N,Y,N,0,0,26153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,46296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,os,x,NULL,C30001929,12200,J4000,orgmg,2015,NULL,NULL,NULL,NULL,NULL,NULL
9999636,452600535,American Commitment,American Commitment,,https://www.documentcloud.org/documents/836821-american-commitment-2012.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,3,11722834,0,11554018,202-656-2193,1300 Pennsylvania Ave NW,190-406,Washington,DC,USA,20004,Phil Kerpen,Phil,NULL,Kerpen,NULL,www.americancommitment.com,y,NULL,NULL,NULL,2011,FL,NULL,McGladrey LLP,9737 Washingtonian Blvd Suite 400,Gaithersburg,MD,301-296-3496,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174000,0,0,NULL,NULL,NULL,NULL,5,1345,176261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11251,NULL,NULL,2012,1858765,0,0,y,1858766,NULL
9999635,452600535,American Commitment,American Commitment,,https://www.documentcloud.org/documents/540823-americancommitment-2011.html,NULL,4,00:00.0,00:00.0,x,x,x,NULL,NULL,0,0,216500,110250,215155,202-656-2193,1300 Pennsylvania Ave NW,190-406,Washington,DC,USA,20004,Phil Kerpen,Phil,NULL,Kerpen,NULL,www.americancommitment.com,y,NULL,NULL,NULL,2011,FL,NULL,McGladrey LLP,9737 Washingtonian Blvd Suite 400,Gaithersburg,MD,301-296-3496,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,1345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,10390,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999634,452600535,American Commitment,American Commitment,,https://www.documentcloud.org/documents/1363434-american-commitment-2013-irs-form-990-public.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,4,1024347,135000,917906,202-656-2193,1300 Pennsylvania Ave NW,190-406,Washington,DC,USA,20004,Phil Kerpen,Phil,NULL,Kerpen,NULL,www.americancommitment.com,y,NULL,NULL,NULL,2011,FL,NULL,McGladrey LLP,9737 Washingtonian Blvd Suite 400,Gaithersburg,MD,301-296-3496,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200000,0,0,NULL,NULL,NULL,NULL,1,176261,276362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11834,NULL,NULL,2013,136204,0,0,y,NULL,NULL
9999633,452600535,American Commitment,American Commitment,,https://www.documentcloud.org/documents/2515738-american-commitment-2014-990.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,4,2291510,242500,2001081,202-656-2193,1300 Pennsylvania Ave NW,190-406,Washington,DC,USA,20004,Phil Kerpen,Phil,NULL,Kerpen,NULL,www.americancommitment.com,y,NULL,NULL,NULL,2011,FL,NULL,McGladrey LLP,9737 Washingtonian Blvd Suite 400,Gaithersburg,MD,301-296-3496,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200000,0,0,NULL,NULL,NULL,NULL,2,276362,565887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,12145,NULL,NULL,2014,60000,0,0,y,60000,NULL
9999456,465187544,Carolina Rising,Carolina Rising,NULL,https://www.documentcloud.org/documents/3226347-Carolina-Rising-2015-Form-990.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,67640,134542,844-687-2276,7474 Creedmoor Road,175,Raleigh,NC,USA,27613,Dallas H Woodhouse,Dallas,H,Woodhouse,NULL,carolinarising.org,y,NULL,NULL,NULL,2014,NC,NULL,Heroux & Company,4700 Falls of Neuse Road,Raleigh,NC,919-788-9590,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50000,NULL,50000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80657,13755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80657,13755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,os,x,NULL,NULL,12201,NULL,NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL
9999463,271937961,One Nation,One Nation,NULL,https://www.documentcloud.org/documents/3220899-One-Nation-2015-990.html,NULL,4,00:00.0,00:00.0,y,NULL,NULL,NULL,NULL,NULL,NULL,10349196,0,7064538,202-370-6600,NULL,NULL,Warrenton,VA,USA,20186,Steven Law,Steven,NULL,Law,NULL,onenationamerica.org,y,NULL,NULL,NULL,2010,VA,N,Atchley & Associates LLP,6850 Austin Center Blvd Ste 180,Austin,TX,301-951-1019,N,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,10348110,NULL,10348110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1087,3350167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1680,3350167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,os,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9999455,452600535,American Commitment,American Commitment,NULL,https://www.documentcloud.org/documents/3222742-American-Commitment-2015-990.html,NULL,4,00:00.0,00:00.0,x,NULL,NULL,NULL,NULL,NULL,4,541422,0,532219,202-656-2193,1300 Pennsylvania Ave NW,190-406,Washington,DC,USA,20004,Phil Kerpen,NULL,NULL,NULL,NULL,www.americancommitment.com,y,NULL,NULL,NULL,2011,FL,NULL,McGladrey LLP,9737 Washingtonian Blvd Suite 400,Gaithersburg,MD,301-296-3496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,541422,NULL,541422,NULL,261412,0,0,1,NULL,y,NULL,0,565887,577325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,566031,577411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,os,a,NULL,NULL,12202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9999454,262046485,WELLSPRING COMMITTEE INC,Wellspring Cmte,NULL,https://www.documentcloud.org/documents/3222201-Wellspring-Committee-2015-990.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,2,9350040,8966884,8966884,571-247-3688,8865 SUDLEY ROAD,182,MANASSAS,VA,USA,20110,ANN CORKERY,Ann,NULL,Corkery,NULL,NULL,Y,NULL,NULL,NULL,2008,VA,NULL,CONLON & ASSOCIATES LLC,P. O. BOX 6213,SILVER SPRING,MD,301-598-6851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9350000,NULL,NULL,NULL,120000,0,0,1,n,n,n,1,85322,334358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190191,573347,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,os,x,NULL,NULL,12203,Y4000,NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL
9999632,460679183,Northwest Colorado Alliance,Northwest Colorado Alliance,,http://990s.foundationcenter.org/990_pdf_archive/460/460679183/460679183_201212_990EO.pdf?_ga=1.22671800.2093036525.1476740035,NULL,4,00:00.0,00:00.0,NULL,NULL,x,NULL,NULL,0,0,58435,0,52950,970-241-7701,700 Seventeenth Street,2000,Denver,CO,USA,80202,Erik Groves,Erik,NULL,Groves,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,"Dalby, Wendland & Co",PO Box 430,Grand Junction,CO,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11791,NULL,NULL,2012,0,0,0,n,NULL,NULL
9999631,521369152,COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE,Citizens Against Government Waste,,NULL,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,764944,0,634391,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10921,NULL,NULL,2009,0,0,0,n,NULL,NULL
9999630,521369152,COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE,Citizens Against Government Waste,,NULL,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,332413,0,344228,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11020,NULL,NULL,2011,0,0,0,y,0,NULL
